title,material,weight,transport,recyclability,true_eco_score,co2_emissions,origin,category,search_term
Soap - Amazon Product,Plastic,0.48,Ship,Low,C,2.88,USA,health_beauty,soap
Hat - Amazon Product,Polyester,1.21,Ship,Medium,D,11.49,Bangladesh,clothing,hat
Hat - Amazon Product,Cotton,0.11,Ship,Medium,C,0.65,Vietnam,clothing,hat
Shampoo - Amazon Product,Glass,0.71,Ship,High,B,0.6,USA,health_beauty,shampoo
Headphones - Amazon Product,Steel,1.37,Air,High,D,5.14,South Korea,electronics,headphones
Tent - Amazon Product,Rubber,4.91,Ship,Low,D,15.71,Germany,sports_outdoors,tent
Camera - Amazon Product,Aluminum,2.08,Air,High,D,35.88,Japan,electronics,camera
Protein Powder - Amazon Product,Plastic,0.78,Ship,Low,C,4.68,USA,health_beauty,protein powder
Sneakers - Amazon Product,Cotton,0.49,Ship,Medium,C,2.89,China,clothing,sneakers
Blender - Amazon Product,Steel,0.81,Ship,High,B,2.03,China,home_kitchen,blender
Shampoo - Amazon Product,Paper,0.76,Ship,High,A+,0.84,China,health_beauty,shampoo
Board Game - Amazon Product,Paper,0.66,Ship,High,A+,0.73,Germany,books_media,board game
Sneakers - Amazon Product,Other,1.29,Ship,Low,D,3.87,China,clothing,sneakers
Water Bottle - Amazon Product,Rubber,7.61,Ship,Low,D,24.35,Germany,sports_outdoors,water bottle
Cutting Board - Amazon Product,Wood,2.97,Ship,Medium,B,1.19,UK,home_kitchen,cutting board
Keyboard - Amazon Product,Plastic,0.62,Air,Low,D,5.58,South Korea,electronics,keyboard
Razor - Amazon Product,Plastic,0.31,Ship,Low,C,1.86,China,health_beauty,razor
Speaker - Amazon Product,Plastic,3.82,Air,Low,F,34.38,Japan,electronics,speaker
Puzzle - Amazon Product,Wood,0.61,Ship,Medium,A,0.24,UK,books_media,puzzle
Headphones - Amazon Product,Plastic,3.67,Air,Low,F,33.03,China,electronics,headphones
Jacket - Amazon Product,Other,0.75,Ship,Low,C,2.25,China,clothing,jacket
Cutting Board - Amazon Product,Glass,0.72,Ship,High,B,0.61,China,home_kitchen,cutting board
Backpack - Amazon Product,Other,5.58,Ship,Low,D,16.74,USA,sports_outdoors,backpack
Keyboard - Amazon Product,Steel,2.42,Air,High,D,9.07,Japan,electronics,keyboard
Soap - Amazon Product,Plastic,0.5,Ship,Low,C,3.0,USA,health_beauty,soap
Backpack - Amazon Product,Plastic,1.08,Ship,Low,D,6.48,China,sports_outdoors,backpack
Bike Helmet - Amazon Product,Steel,0.37,Ship,High,B,0.93,China,sports_outdoors,bike helmet
Marker - Amazon Product,Plastic,0.11,Ship,Low,C,0.66,China,books_media,marker
Jeans - Amazon Product,Polyester,1.06,Ship,Medium,D,10.07,Vietnam,clothing,jeans
Pen - Amazon Product,Plastic,1.32,Ship,Low,D,7.92,Germany,books_media,pen
Vitamin - Amazon Product,Plastic,0.98,Ship,Low,C,5.88,USA,health_beauty,vitamin
Toothbrush - Amazon Product,Plastic,0.13,Ship,Low,C,0.78,China,health_beauty,toothbrush
Belt - Amazon Product,Polyester,1.44,Ship,Medium,D,13.68,China,clothing,belt
Protein Powder - Amazon Product,Paper,0.6,Ship,High,A+,0.66,China,health_beauty,protein powder
Charger - Amazon Product,Steel,0.78,Air,High,C,2.93,South Korea,electronics,charger
Sweater - Amazon Product,Other,0.61,Ship,Low,C,1.83,Bangladesh,clothing,sweater
Speaker - Amazon Product,Plastic,0.14,Air,Low,D,1.26,Japan,electronics,speaker
Cushion - Amazon Product,Wood,1.4,Ship,Medium,B,0.56,UK,home_kitchen,cushion
Water Bottle - Amazon Product,Glass,1.27,Ship,High,B,1.08,China,home_kitchen,water bottle
Marker - Amazon Product,Plastic,1.65,Ship,Low,D,9.9,UK,books_media,marker
Calculator - Amazon Product,Wood,1.81,Ship,Medium,B,0.72,China,books_media,calculator
Keyboard - Amazon Product,Aluminum,2.63,Air,High,D,45.37,China,electronics,keyboard
Moisturizer - Amazon Product,Glass,0.26,Ship,High,B,0.22,China,health_beauty,moisturizer
Running Shoes - Amazon Product,Plastic,2.45,Ship,Low,D,14.7,Germany,sports_outdoors,running shoes
Moisturizer - Amazon Product,Paper,0.51,Ship,High,A+,0.56,France,health_beauty,moisturizer
Hat - Amazon Product,Other,0.19,Ship,Low,C,0.57,Vietnam,clothing,hat
Charger - Amazon Product,Plastic,1.89,Air,Low,F,17.01,South Korea,electronics,charger
Dumbbell - Amazon Product,Plastic,5.12,Ship,Low,D,30.72,Germany,sports_outdoors,dumbbell
Dress - Amazon Product,Polyester,0.19,Ship,Medium,D,1.8,Vietnam,clothing,dress
Mouse - Amazon Product,Aluminum,3.31,Air,High,D,57.1,Japan,electronics,mouse
Protein Powder - Amazon Product,Plastic,0.78,Ship,Low,C,4.68,USA,health_beauty,protein powder
Tent - Amazon Product,Other,7.94,Ship,Low,D,23.82,Germany,sports_outdoors,tent
Marker - Amazon Product,Paper,0.52,Ship,High,A+,0.57,UK,books_media,marker
Camera - Amazon Product,Steel,1.89,Air,High,D,7.09,South Korea,electronics,camera
Book - Amazon Product,Plastic,0.93,Ship,Low,C,5.58,Germany,books_media,book
Smart Watch - Amazon Product,Aluminum,3.22,Air,High,D,55.55,South Korea,electronics,smart watch
Backpack - Amazon Product,Plastic,0.71,Ship,Low,C,4.26,Germany,sports_outdoors,backpack
Calculator - Amazon Product,Paper,0.49,Ship,High,A+,0.54,Germany,books_media,calculator
Laptop - Amazon Product,Steel,0.37,Air,High,C,1.39,South Korea,electronics,laptop
Cutting Board - Amazon Product,Wood,0.67,Ship,Medium,A,0.27,UK,home_kitchen,cutting board
Marker - Amazon Product,Plastic,1.2,Ship,Low,D,7.2,Germany,books_media,marker
Dumbbell - Amazon Product,Plastic,9.62,Ship,Low,D,57.72,USA,sports_outdoors,dumbbell
Storage Container - Amazon Product,Glass,2.37,Ship,High,C,2.01,Germany,home_kitchen,storage container
Toothbrush - Amazon Product,Plastic,0.4,Ship,Low,C,2.4,China,health_beauty,toothbrush
Storage Container - Amazon Product,Glass,1.13,Ship,High,B,0.96,China,home_kitchen,storage container
Jacket - Amazon Product,Other,0.7,Ship,Low,C,2.1,Bangladesh,clothing,jacket
Book - Amazon Product,Wood,1.84,Ship,Medium,B,0.74,China,books_media,book
Dumbbell - Amazon Product,Plastic,1.49,Ship,Low,D,8.94,China,sports_outdoors,dumbbell
Water Bottle - Amazon Product,Plastic,0.62,Ship,Low,C,3.72,USA,sports_outdoors,water bottle
Camera - Amazon Product,Plastic,2.95,Air,Low,F,26.55,China,electronics,camera
Cutting Board - Amazon Product,Plastic,0.51,Ship,Low,C,3.06,Germany,home_kitchen,cutting board
Sleeping Bag - Amazon Product,Rubber,7.46,Ship,Low,D,23.87,China,sports_outdoors,sleeping bag
Charger - Amazon Product,Aluminum,2.0,Air,High,D,34.5,China,electronics,charger
Pen - Amazon Product,Paper,0.64,Ship,High,A+,0.7,UK,books_media,pen
Notebook - Amazon Product,Plastic,0.83,Ship,Low,C,4.98,China,books_media,notebook
Jacket - Amazon Product,Polyester,0.29,Ship,Medium,D,2.75,China,clothing,jacket
Yoga Mat - Amazon Product,Other,2.11,Ship,Low,D,6.33,USA,sports_outdoors,yoga mat
Wallet - Amazon Product,Other,0.92,Ship,Low,C,2.76,Bangladesh,clothing,wallet
Tablet - Amazon Product,Aluminum,3.12,Air,High,D,53.82,Japan,electronics,tablet
Bike Helmet - Amazon Product,Plastic,8.13,Ship,Low,D,48.78,USA,sports_outdoors,bike helmet
Toothbrush - Amazon Product,Paper,0.87,Ship,High,A+,0.96,China,health_beauty,toothbrush
Wallet - Amazon Product,Polyester,1.59,Ship,Medium,D,15.11,China,clothing,wallet
Laptop - Amazon Product,Steel,4.82,Air,High,D,18.08,South Korea,electronics,laptop
Coffee Mug - Amazon Product,Wood,1.82,Ship,Medium,B,0.73,China,home_kitchen,coffee mug
Sweater - Amazon Product,Other,1.66,Ship,Low,D,4.98,Bangladesh,clothing,sweater
Sunscreen - Amazon Product,Plastic,0.31,Ship,Low,C,1.86,China,health_beauty,sunscreen
Planner - Amazon Product,Plastic,1.72,Ship,Low,D,10.32,Germany,books_media,planner
Bike Helmet - Amazon Product,Rubber,1.24,Ship,Low,D,3.97,China,sports_outdoors,bike helmet
Dumbbell - Amazon Product,Plastic,0.67,Ship,Low,C,4.02,Germany,sports_outdoors,dumbbell
Notebook - Amazon Product,Paper,1.28,Ship,High,A,1.41,China,books_media,notebook
Coffee Mug - Amazon Product,Wood,1.84,Ship,Medium,B,0.74,UK,home_kitchen,coffee mug
Backpack - Amazon Product,Other,7.55,Ship,Low,D,22.65,USA,sports_outdoors,backpack
Sneakers - Amazon Product,Other,0.85,Ship,Low,C,2.55,Bangladesh,clothing,sneakers
Dumbbell - Amazon Product,Rubber,2.99,Ship,Low,D,9.57,Germany,sports_outdoors,dumbbell
Sweater - Amazon Product,Polyester,0.71,Ship,Medium,D,6.74,Vietnam,clothing,sweater
Laptop - Amazon Product,Steel,0.31,Air,High,C,1.16,Japan,electronics,laptop
Perfume - Amazon Product,Plastic,0.59,Ship,Low,C,3.54,France,health_beauty,perfume
Tent - Amazon Product,Rubber,8.68,Ship,Low,D,27.78,China,sports_outdoors,tent
Razor - Amazon Product,Plastic,0.23,Ship,Low,C,1.38,France,health_beauty,razor
Sleeping Bag - Amazon Product,Steel,6.97,Ship,High,C,17.43,China,sports_outdoors,sleeping bag
Sleeping Bag - Amazon Product,Plastic,0.76,Ship,Low,C,4.56,China,sports_outdoors,sleeping bag
Water Bottle - Amazon Product,Plastic,9.84,Ship,Low,D,59.04,Germany,sports_outdoors,water bottle
Storage Container - Amazon Product,Plastic,2.09,Ship,Low,D,12.54,China,home_kitchen,storage container
Soap - Amazon Product,Glass,0.3,Ship,High,B,0.26,China,health_beauty,soap
Kitchen Scale - Amazon Product,Wood,2.6,Ship,Medium,B,1.04,Germany,home_kitchen,kitchen scale
Keyboard - Amazon Product,Steel,3.87,Air,High,D,14.51,China,electronics,keyboard
Art Supplies - Amazon Product,Plastic,0.44,Ship,Low,C,2.64,UK,books_media,art supplies
Sneakers - Amazon Product,Cotton,0.82,Ship,Medium,C,4.84,Vietnam,clothing,sneakers
Dress - Amazon Product,Other,1.73,Ship,Low,D,5.19,Bangladesh,clothing,dress
Belt - Amazon Product,Cotton,1.07,Ship,Medium,C,6.31,Vietnam,clothing,belt
Backpack - Amazon Product,Other,1.34,Ship,Low,D,4.02,Bangladesh,clothing,backpack
Toothbrush - Amazon Product,Paper,0.25,Ship,High,A+,0.28,France,health_beauty,toothbrush
Sunscreen - Amazon Product,Glass,0.29,Ship,High,B,0.25,China,health_beauty,sunscreen
Sleeping Bag - Amazon Product,Rubber,1.79,Ship,Low,D,5.73,China,sports_outdoors,sleeping bag
Laptop - Amazon Product,Steel,3.18,Air,High,D,11.93,China,electronics,laptop
Jacket - Amazon Product,Cotton,1.49,Ship,Medium,C,8.79,Vietnam,clothing,jacket
Jeans - Amazon Product,Polyester,1.84,Ship,Medium,D,17.48,China,clothing,jeans
Protein Bar - Amazon Product,Steel,5.19,Ship,High,C,12.98,China,sports_outdoors,protein bar
Razor - Amazon Product,Plastic,0.35,Ship,Low,C,2.1,China,health_beauty,razor
Calculator - Amazon Product,Wood,1.07,Ship,Medium,B,0.43,Germany,books_media,calculator
Protein Bar - Amazon Product,Other,1.14,Ship,Low,D,3.42,USA,sports_outdoors,protein bar
Protein Bar - Amazon Product,Plastic,4.49,Ship,Low,D,26.94,Germany,sports_outdoors,protein bar
T-Shirt - Amazon Product,Other,0.6,Ship,Low,C,1.8,Bangladesh,clothing,t-shirt
Tent - Amazon Product,Steel,9.68,Ship,High,C,24.2,Germany,sports_outdoors,tent
Protein Powder - Amazon Product,Plastic,0.96,Ship,Low,C,5.76,China,health_beauty,protein powder
Charger - Amazon Product,Aluminum,4.6,Air,High,D,79.35,China,electronics,charger
Face Mask - Amazon Product,Plastic,0.28,Ship,Low,C,1.68,France,health_beauty,face mask
Phone Case - Amazon Product,Plastic,0.26,Air,Low,D,2.34,China,electronics,phone case
Notebook - Amazon Product,Wood,0.1,Ship,Medium,A,0.04,China,books_media,notebook
Shampoo - Amazon Product,Plastic,0.3,Ship,Low,C,1.8,China,health_beauty,shampoo
Wallet - Amazon Product,Cotton,1.65,Ship,Medium,C,9.73,China,clothing,wallet
Storage Container - Amazon Product,Glass,2.25,Ship,High,C,1.91,Germany,home_kitchen,storage container
Phone Case - Amazon Product,Plastic,2.16,Air,Low,F,19.44,Japan,electronics,phone case
Tablet - Amazon Product,Steel,4.85,Air,High,D,18.19,Japan,electronics,tablet
Dumbbell - Amazon Product,Plastic,9.54,Ship,Low,D,57.24,USA,sports_outdoors,dumbbell
Sweater - Amazon Product,Other,1.58,Ship,Low,D,4.74,China,clothing,sweater
Cutting Board - Amazon Product,Plastic,2.32,Ship,Low,D,13.92,Germany,home_kitchen,cutting board
Shampoo - Amazon Product,Glass,0.19,Ship,High,B,0.16,France,health_beauty,shampoo
Smart Watch - Amazon Product,Plastic,2.52,Air,Low,F,22.68,China,electronics,smart watch
Charger - Amazon Product,Steel,3.69,Air,High,D,13.84,China,electronics,charger
Dumbbell - Amazon Product,Rubber,0.84,Ship,Low,C,2.69,Germany,sports_outdoors,dumbbell
Moisturizer - Amazon Product,Glass,0.17,Ship,High,B,0.14,China,health_beauty,moisturizer
Lamp - Amazon Product,Wood,1.52,Ship,Medium,B,0.61,UK,home_kitchen,lamp
Sunscreen - Amazon Product,Glass,0.18,Ship,High,B,0.15,China,health_beauty,sunscreen
Running Shoes - Amazon Product,Other,7.67,Ship,Low,D,23.01,USA,sports_outdoors,running shoes
Toaster - Amazon Product,Steel,1.12,Ship,High,C,2.8,China,home_kitchen,toaster
Face Mask - Amazon Product,Glass,0.52,Ship,High,B,0.44,USA,health_beauty,face mask
Backpack - Amazon Product,Plastic,5.29,Ship,Low,D,31.74,USA,sports_outdoors,backpack
Water Bottle - Amazon Product,Plastic,1.48,Ship,Low,D,8.88,UK,home_kitchen,water bottle
Tablet - Amazon Product,Aluminum,3.47,Air,High,D,59.86,South Korea,electronics,tablet
Mouse - Amazon Product,Aluminum,2.87,Air,High,D,49.51,South Korea,electronics,mouse
Sneakers - Amazon Product,Polyester,1.9,Ship,Medium,D,18.05,Bangladesh,clothing,sneakers
Cutting Board - Amazon Product,Glass,2.41,Ship,High,C,2.05,Germany,home_kitchen,cutting board
Art Supplies - Amazon Product,Wood,1.9,Ship,Medium,B,0.76,Germany,books_media,art supplies
Backpack - Amazon Product,Steel,7.2,Ship,High,C,18.0,USA,sports_outdoors,backpack
Jeans - Amazon Product,Polyester,1.08,Ship,Medium,D,10.26,Bangladesh,clothing,jeans
Sneakers - Amazon Product,Other,0.81,Ship,Low,C,2.43,Bangladesh,clothing,sneakers
Board Game - Amazon Product,Paper,1.91,Ship,High,A,2.1,Germany,books_media,board game
Backpack - Amazon Product,Rubber,1.85,Ship,Low,D,5.92,Germany,sports_outdoors,backpack
Charger - Amazon Product,Aluminum,2.14,Air,High,D,36.91,South Korea,electronics,charger
Charger - Amazon Product,Plastic,3.23,Air,Low,F,29.07,China,electronics,charger
Calculator - Amazon Product,Wood,0.76,Ship,Medium,A,0.3,China,books_media,calculator
Vitamin - Amazon Product,Paper,0.6,Ship,High,A+,0.66,China,health_beauty,vitamin
Dumbbell - Amazon Product,Other,1.65,Ship,Low,D,4.95,Germany,sports_outdoors,dumbbell
Lamp - Amazon Product,Plastic,1.14,Ship,Low,D,6.84,UK,home_kitchen,lamp
Storage Container - Amazon Product,Glass,0.88,Ship,High,B,0.75,Germany,home_kitchen,storage container
Mouse - Amazon Product,Plastic,1.39,Air,Low,F,12.51,South Korea,electronics,mouse
Jeans - Amazon Product,Polyester,0.65,Ship,Medium,D,6.17,Vietnam,clothing,jeans
Pen - Amazon Product,Wood,0.61,Ship,Medium,A,0.24,UK,books_media,pen
Mouse - Amazon Product,Steel,1.02,Air,High,D,3.83,South Korea,electronics,mouse
Storage Container - Amazon Product,Glass,2.18,Ship,High,C,1.85,Germany,home_kitchen,storage container
Coffee Mug - Amazon Product,Glass,1.47,Ship,High,B,1.25,UK,home_kitchen,coffee mug
Pen - Amazon Product,Paper,0.29,Ship,High,A+,0.32,Germany,books_media,pen
Protein Powder - Amazon Product,Plastic,0.08,Ship,Low,C,0.48,USA,health_beauty,protein powder
Dumbbell - Amazon Product,Steel,7.35,Ship,High,C,18.38,USA,sports_outdoors,dumbbell
Headphones - Amazon Product,Aluminum,0.85,Air,High,C,14.66,China,electronics,headphones
Perfume - Amazon Product,Glass,0.31,Ship,High,B,0.26,China,health_beauty,perfume
Belt - Amazon Product,Polyester,1.56,Ship,Medium,D,14.82,China,clothing,belt
Running Shoes - Amazon Product,Other,3.78,Ship,Low,D,11.34,Germany,sports_outdoors,running shoes
Toothbrush - Amazon Product,Glass,0.3,Ship,High,B,0.26,USA,health_beauty,toothbrush
Pen - Amazon Product,Plastic,0.67,Ship,Low,C,4.02,Germany,books_media,pen
Soap - Amazon Product,Glass,0.9,Ship,High,B,0.77,USA,health_beauty,soap
Water Bottle - Amazon Product,Glass,2.51,Ship,High,C,2.13,UK,home_kitchen,water bottle
Dress - Amazon Product,Other,0.49,Ship,Low,C,1.47,Bangladesh,clothing,dress
Book - Amazon Product,Paper,0.63,Ship,High,A+,0.69,China,books_media,book
Book - Amazon Product,Wood,1.46,Ship,Medium,B,0.58,Germany,books_media,book
T-Shirt - Amazon Product,Polyester,1.61,Ship,Medium,D,15.3,Vietnam,clothing,t-shirt
Speaker - Amazon Product,Aluminum,3.72,Air,High,D,64.17,South Korea,electronics,speaker
Notebook - Amazon Product,Wood,0.7,Ship,Medium,A,0.28,China,books_media,notebook
Razor - Amazon Product,Glass,0.98,Ship,High,B,0.83,USA,health_beauty,razor
Hat - Amazon Product,Polyester,0.36,Ship,Medium,D,3.42,Bangladesh,clothing,hat
Lamp - Amazon Product,Glass,2.19,Ship,High,C,1.86,UK,home_kitchen,lamp
Face Mask - Amazon Product,Plastic,0.94,Ship,Low,C,5.64,China,health_beauty,face mask
Face Mask - Amazon Product,Plastic,0.7,Ship,Low,C,4.2,China,health_beauty,face mask
Belt - Amazon Product,Other,0.64,Ship,Low,C,1.92,Bangladesh,clothing,belt
Marker - Amazon Product,Paper,0.71,Ship,High,A+,0.78,Germany,books_media,marker
Toothbrush - Amazon Product,Glass,0.35,Ship,High,B,0.3,USA,health_beauty,toothbrush
Dumbbell - Amazon Product,Other,0.48,Ship,Low,C,1.44,USA,sports_outdoors,dumbbell
Marker - Amazon Product,Plastic,1.32,Ship,Low,D,7.92,China,books_media,marker
Planner - Amazon Product,Plastic,0.43,Ship,Low,C,2.58,China,books_media,planner
Sneakers - Amazon Product,Other,0.27,Ship,Low,C,0.81,Vietnam,clothing,sneakers
Speaker - Amazon Product,Plastic,0.9,Air,Low,D,8.1,South Korea,electronics,speaker
Water Bottle - Amazon Product,Plastic,1.73,Ship,Low,D,10.38,China,sports_outdoors,water bottle
Tent - Amazon Product,Rubber,4.88,Ship,Low,D,15.62,China,sports_outdoors,tent
Jeans - Amazon Product,Polyester,1.51,Ship,Medium,D,14.35,Bangladesh,clothing,jeans
Soap - Amazon Product,Plastic,0.15,Ship,Low,C,0.9,France,health_beauty,soap
Face Mask - Amazon Product,Glass,0.75,Ship,High,B,0.64,France,health_beauty,face mask
Moisturizer - Amazon Product,Paper,0.21,Ship,High,A+,0.23,USA,health_beauty,moisturizer
Belt - Amazon Product,Polyester,1.16,Ship,Medium,D,11.02,Vietnam,clothing,belt
Sunscreen - Amazon Product,Paper,0.41,Ship,High,A+,0.45,USA,health_beauty,sunscreen
Protein Bar - Amazon Product,Rubber,4.97,Ship,Low,D,15.9,USA,sports_outdoors,protein bar
Speaker - Amazon Product,Steel,2.69,Air,High,D,10.09,Japan,electronics,speaker
Smart Watch - Amazon Product,Plastic,0.3,Air,Low,D,2.7,China,electronics,smart watch
Dumbbell - Amazon Product,Plastic,8.39,Ship,Low,D,50.34,USA,sports_outdoors,dumbbell
Speaker - Amazon Product,Aluminum,0.47,Air,High,C,8.11,Japan,electronics,speaker
Cutting Board - Amazon Product,Plastic,2.01,Ship,Low,D,12.06,Germany,home_kitchen,cutting board
Toaster - Amazon Product,Plastic,1.13,Ship,Low,D,6.78,UK,home_kitchen,toaster
Charger - Amazon Product,Plastic,2.04,Air,Low,F,18.36,Japan,electronics,charger
Toothbrush - Amazon Product,Paper,0.86,Ship,High,A+,0.95,China,health_beauty,toothbrush
Coffee Mug - Amazon Product,Glass,1.47,Ship,High,B,1.25,Germany,home_kitchen,coffee mug
Smart Watch - Amazon Product,Steel,0.37,Air,High,C,1.39,Japan,electronics,smart watch
Perfume - Amazon Product,Glass,0.07,Ship,High,B,0.06,USA,health_beauty,perfume
Calculator - Amazon Product,Paper,1.84,Ship,High,A,2.02,UK,books_media,calculator
Belt - Amazon Product,Other,0.4,Ship,Low,C,1.2,China,clothing,belt
Jeans - Amazon Product,Polyester,0.97,Ship,Medium,D,9.21,Bangladesh,clothing,jeans
Pen - Amazon Product,Wood,1.97,Ship,Medium,B,0.79,Germany,books_media,pen
Dumbbell - Amazon Product,Rubber,4.02,Ship,Low,D,12.86,China,sports_outdoors,dumbbell
Sneakers - Amazon Product,Other,0.72,Ship,Low,C,2.16,China,clothing,sneakers
Calculator - Amazon Product,Wood,0.68,Ship,Medium,A,0.27,Germany,books_media,calculator
Jeans - Amazon Product,Other,0.27,Ship,Low,C,0.81,China,clothing,jeans
Toothbrush - Amazon Product,Plastic,0.87,Ship,Low,C,5.22,France,health_beauty,toothbrush
Phone Case - Amazon Product,Aluminum,0.42,Air,High,C,7.25,Japan,electronics,phone case
Dumbbell - Amazon Product,Rubber,6.99,Ship,Low,D,22.37,USA,sports_outdoors,dumbbell
Hat - Amazon Product,Polyester,0.19,Ship,Medium,D,1.8,Bangladesh,clothing,hat
Toaster - Amazon Product,Plastic,0.44,Ship,Low,C,2.64,Germany,home_kitchen,toaster
Puzzle - Amazon Product,Plastic,0.12,Ship,Low,C,0.72,Germany,books_media,puzzle
Blanket - Amazon Product,Glass,0.26,Ship,High,B,0.22,Germany,home_kitchen,blanket
Yoga Mat - Amazon Product,Steel,6.92,Ship,High,C,17.3,Germany,sports_outdoors,yoga mat
Book - Amazon Product,Wood,0.83,Ship,Medium,A,0.33,China,books_media,book
Tent - Amazon Product,Steel,5.33,Ship,High,C,13.32,Germany,sports_outdoors,tent
Camera - Amazon Product,Steel,0.78,Air,High,C,2.93,Japan,electronics,camera
Water Bottle - Amazon Product,Wood,0.56,Ship,Medium,A,0.22,Germany,home_kitchen,water bottle
Storage Container - Amazon Product,Glass,2.72,Ship,High,C,2.31,China,home_kitchen,storage container
